Provincia,,Localidad,ADSL,CABLEMODEM,,FIBRAOPTICA,4G,3G,,WIRELESS,
,Calamuchita,Los Molinos,,,--,--,,,--,SI,
CORDOBA,Calamuchita,,SI,--,--,,SI,SI,SI,,SI
CABA,,,SI,SI,,,SI,SI,,,SI
CORDOBA,,La Puerta,--,--,,SI,SI,SI,,SI,
CORDOBA,Río Primero,,--,--,--,,--,--,--,SI,
,Río Primero,Las Gramillas,--,,--,--,SI,,SI,,--
,Río Primero,Las Saladas,,,--,--,,--,SI,,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,,Monte del Rosario,--,--,,--,--,--,,--,
CORDOBA,Río Primero,,SI,--,--,,SI,SI,,,SI
CORDOBA,,Obispo Trejo,--,--,,--,SI,SI,,--,--
CABA,COMUNA 10,VILLA LURO,,,SI,SI,,SI,SI,SI,
,Totoral,Sinsacate,SI,,--,SI,SI,,SI,SI,--
,Totoral,Villa del Totoral,,,--,SI,,,SI,SI,--
CORDOBA,Tulumba,Cerro Colorado,,--,--,--,,--,--,,--
CORDOBA,,,--,--,,,--,--,,--,--
CORDOBA,Tulumba,,--,--,--,,--,--,--,--,
CORDOBA,Tulumba,El Tuscal,,--,--,--,,--,--,,--
,Tulumba,Las Arrias,,,--,--,,,SI,,--
CABA,,PALERMO,SI,SI,,SI,SI,SI,,SI,
ENTRE RIOS,,,--,--,,,SI,--,SI,SI,
,Diamante,Colonia Ensayo,--,,--,--,--,,SI,,--
ENTRE RIOS,Diamante,Costa Grande,,--,--,--,,,--,--,--
ENTRE RIOS,Diamante,Diamante,,SI,--,--,,SI,SI,SI,--
,Diamante,Estación Camps,,,--,--,,,SI,SI,
ENTRE RIOS,Diamante,,--,--,--,,--,--,--,,--
ENTRE RIOS,,,--,--,,,SI,--,,,--
,Diamante,General Racedo,--,,--,--,SI,,SI,SI,
FORMOSA,Formosa,Formosa,,SI,--,SI,,SI,SI,SI,SI
,Formosa,Gran Guardia,,,--,--,,,SI,,--
,Formosa,Mariano Boedo,--,,--,--,--,,--,,--
FORMOSA,,,--,--,,,SI,SI,,SI,
FORMOSA,,San Hilario,--,--,,--,SI,--,,SI,SI
FORMOSA,,Villa del Carmen,--,--,,,SI,SI,,SI,SI
FORMOSA,Formosa,,--,--,--,,--,--,--,,--
,Laishi,Banco Payaguá,--,,--,--,--,,--,SI,
FORMOSA,Laishi,General Lucio Victorio Mansilla,,--,--,--,,--,SI,SI,
FORMOSA,Laishi,,--,--,--,,SI,--,SI,,--
FORMOSA,,,--,--,,,SI,SI,,SI,SI
,Laishi,Tatané,--,,--,--,SI,,--,SI,
,Laishi,Villa Escolar,,,--,--,,,--,SI,--
LA PAMPA,,Quemú Quemú,--,--,,SI,SI,SI,,,SI
LA PAMPA,,,--,--,,,--,SI,,--,--
LA PAMPA,Quemú Quemú,,--,--,--,,--,--,SI,SI,--
LA PAMPA,,Caleufú,--,SI,,SI,SI,--,,--,
LA PAMPA,Rancul,Ingeniero Foster,,--,--,--,,--,--,--,--
,Rancul,La Maruja,--,,--,--,,,SI,,SI
LA PAMPA,,,--,--,,,SI,SI,,SI,
LA PAMPA,Rancul,,--,--,--,,--,--,SI,--,
LA PAMPA,,Quetrequén,--,--,,SI,--,--,,SI,SI
LA PAMPA,,,--,--,,,SI,--,,,SI
,Realicó,Adolfo Van Praet,--,,--,--,--,,SI,SI,SI
,Realicó,Alta Italia,,,--,--,,,SI,SI,
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),,--,--,SI,,--,SI,,--
,General Alvear,Bowen,,,SI,--,SI,,SI,SI,SI
MENDOZA,General Alvear,,--,--,--,,SI,--,SI,SI,
MENDOZA,,General Alvear,SI,SI,,SI,SI,SI,,SI,--
,General Alvear,Los Compartos,,,--,--,,,--,,--
MENDOZA,Godoy Cruz,Gobernador Benegas,,--,--,SI,,SI,--,,--
MENDOZA,,,SI,SI,,,SI,SI,,SI,
MENDOZA,,LAS TORTUGAS,--,--,,SI,SI,SI,,--,
,Godoy Cruz,Presidente Sarmiento,,,--,--,,,--,,--
,Godoy Cruz,SAN FRANCISCO DEL MONTE,--,,--,SI,SI,,--,,--
,Godoy Cruz,Villa Hipodromo,--,,--,SI,SI,,--,--,
MENDOZA,Godoy Cruz,Villa Marini,,--,--,--,,SI,--,--,--
SALTA,,,--,--,,--,--,--,,,--
MENDOZA,Malargüe,,--,SI,--,,SI,SI,SI,,SI
MENDOZA,Rivadavia,Andrade,,--,--,--,,--,--,SI,--
,Rivadavia,Barrio Cooperativa Los Campamentos,,,--,--,,,--,SI,
,Rivadavia,Barrio Rivadavia,--,,--,--,--,,--,,--
MENDOZA,Rivadavia,Cuadro Ortega,,--,--,--,,,--,,--
MENDOZA,,El Mirador,--,--,,SI,--,--,,SI,--
MENDOZA,,,--,--,--,,SI,SI,--,SI,
MENDOZA,Rivadavia,,--,--,--,,--,--,--,,--
MENDOZA,,,--,--,,,--,--,,,--
MENDOZA,Rivadavia,La Libertad,,--,--,--,,--,--,SI,
,Rivadavia,Los Árboles,,,--,--,,,--,SI,
MENDOZA,,Los Campamentos,--,--,,,SI,--,,SI,--
MENDOZA,Rivadavia,,--,--,SI,,SI,SI,SI,,--
,Rivadavia,Mundo Nuevo,,,--,--,,SI,--,SI,--
,Rivadavia,Reducción de Abajo,--,,--,--,--,,SI,SI,
MENDOZA,Rivadavia,,SI,--,SI,,SI,SI,SI,SI,SI
MENDOZA,,Santa María de Oro,--,--,,--,--,--,,,--
MISIONES,,,--,--,,,SI,--,,--,
MISIONES,General Manuel Belgrano,,--,--,--,,--,--,--,--,--
,General Manuel Belgrano,Dos Hermanas,,,--,--,,,--,,--
MISIONES,General Manuel Belgrano,Integración,,--,--,--,,--,SI,--,--
MISIONES,General Manuel Belgrano,,--,--,--,,SI,--,--,--,
MISIONES,,Puerto Andresito,--,--,,--,--,--,,--,
MISIONES,General Manuel Belgrano,,--,--,--,,--,--,--,,--
MISIONES,,,--,--,,,SI,SI,,--,--
MISIONES,Guaraní,El Soberbio,,--,--,--,,--,SI,SI,
,Guaraní,Fracrán,,,--,--,,,--,SI,--
,Guaraní,San Vicente,--,,--,SI,SI,,SI,SI,--
MISIONES,Iguazú,Esperanza,,,--,SI,,SI,SI,,--
MISIONES,,Libertad,SI,--,,--,SI,SI,,--,--
MISIONES,Iguazú,,SI,SI,--,,SI,SI,,--,
,Iguazú,Villa Cooperativa,,,--,--,,,--,,--
,Lácar,San Martín de los Andes,SI,,--,SI,SI,,SI,,SI
NEUQUEN,,,SI,--,,,SI,--,,SI,
NEUQUEN,Loncopué,,--,--,--,,--,--,--,SI,
,Loncopué,Loncopué,,,SI,--,,,SI,,SI
NEUQUEN,Los Lagos,Villa La Angostura,,--,SI,SI,,SI,SI,,SI
NEUQUEN,Los Lagos,Villa Traful,,--,--,--,,,SI,--,
,Minas,Andacollo,SI,,SI,SI,--,,SI,SI,
NEUQUEN,Minas,,--,--,,,--,--,SI,SI,SI
NEUQUEN,,Las Ovejas,--,--,,--,--,--,,,--
,Minas,Los Miches,--,,--,--,--,,--,--,
,Minas,Manzano Amargo,,,--,--,,,--,SI,--
NEUQUEN,Minas,Varvarco,,--,--,--,,--,--,,--
,Minas,Villa del Nahueve,,,--,--,,,--,,--
RIO NEGRO,Bariloche,,SI,SI,SI,,SI,SI,SI,SI,
RIO NEGRO,,,--,--,,,SI,SI,,--,--
RIO NEGRO,,Villa Catedral,SI,--,,--,SI,SI,,--,--
RIO NEGRO,Bariloche,,SI,--,,,SI,SI,SI,,--
,Bariloche,Villa Los Coihues,--,,--,--,SI,,--,--,
RIO NEGRO,Bariloche,Villa Mascardi,,--,--,SI,,,--,--,
RIO NEGRO,,,--,--,,,--,--,,,--
RIO NEGRO,,Barrio Planta Compresora de Gas,--,--,,--,--,--,,--,--
,Conesa,General Conesa,,,--,SI,,,SI,SI,
RIO NEGRO,El Cuy,Aguada Guzmán,,--,--,--,,--,--,--,SI
RIO NEGRO,,,--,--,,,SI,SI,,,--
RIO NEGRO,El Cuy,,SI,--,SI,,--,--,SI,--,SI
RIO NEGRO,El Cuy,,--,--,--,,SI,--,,SI,SI
RIO NEGRO,,Mencué,--,--,,--,--,--,,--,
,Anta,El Quebrachal,,,--,SI,,SI,SI,--,SI
,Anta,Gaona,--,,--,SI,SI,,SI,,SI
SALTA,,General Pizarro,--,--,,SI,SI,--,,SI,
SALTA,,,SI,SI,,,SI,SI,,--,
SALTA,Anta,,--,SI,--,,SI,SI,SI,,SI
SALTA,,Luis Burela,--,--,,--,--,--,,SI,--
SALTA,Anta,Macapillo,,--,--,--,,--,--,--,
,Anta,Nuestra Señora de Talavera,--,,--,--,,,--,--,--
,Anta,Piquete Cabado,--,,--,--,--,,--,SI,SI
,Anta,Río del Valle,,,--,--,,,--,,SI
SALTA,,Tolloche,--,--,,SI,--,--,,--,SI
SALTA,,,--,--,,,SI,SI,,SI,
,Cachi,Payogasta,,--,--,--,,--,SI,,--
,Cafayate,Cafayate,SI,,--,SI,SI,,SI,,SI
SAN JUAN,,Rawson,SI,--,,,SI,SI,,SI,
SAN JUAN,Rawson,,--,--,--,,--,--,--,SI,
,Rawson,Villa Krause,--,,--,--,SI,,--,,--
SAN JUAN,Rivadavia,Rivadavia,,--,SI,SI,,SI,SI,SI,SI
,San Martín,Barrio Sadop,,,--,--,,,--,SI,--
,San Martín,Dos Acequias (Est. Los Angacos),--,,--,--,--,,--,SI,
SAN JUAN,,,SI,--,,,SI,SI,,,--
SAN JUAN,,Villa Dominguito (Est. Puntilla Blanca),--,--,,--,--,--,,,--
,San Martín,Villa Don Bosco (Est. Angaco Sud),--,,--,SI,SI,,SI,SI,
SAN JUAN,San Martín,Villa El Salvador,,--,--,--,,--,--,SI,--
,San Martín,Villa San Martín,--,,--,--,SI,,--,,SI
SAN JUAN,Santa Lucía,Alto De Sierra,,--,--,--,,SI,--,,--
SAN JUAN,,,--,--,,--,SI,SI,,--,
SAN JUAN,Santa Lucía,,SI,--,SI,,SI,SI,SI,SI,
SAN JUAN,,,--,--,,,SI,--,,,SI
SAN LUIS,,Unión,--,--,,--,SI,--,,SI,--
,Junín,Bajo De Veliz,,,--,--,,,--,--,
,Junín,Balde De Escudero,--,,--,--,--,,--,--,
SAN LUIS,,Carpinteria,SI,SI,,--,SI,SI,,SI,--
SAN LUIS,Junín,,--,--,,,--,--,--,,--
SAN LUIS,Junín,Cerro de Oro,,SI,--,SI,,--,SI,SI,--
,Junín,El Duraznito,,,--,--,--,,--,--,
SAN LUIS,Junín,,--,--,--,,--,--,--,--,--
SAN LUIS,,La Lomita,--,--,,--,--,--,,,--
SAN LUIS,,Lafinur,--,--,,--,--,--,,SI,
SAN LUIS,,,--,--,,,--,--,,--,--
,Junín,Los Cajones,--,,--,--,--,,SI,,--
,Junín,Los Lobos,,,--,--,,,--,--,--
SAN LUIS,Junín,,--,--,--,,--,--,,SI,
SAN LUIS,,Merlo,SI,SI,,SI,SI,SI,,SI,
SAN LUIS,,,--,--,,,--,--,,--,--
SAN LUIS,Junín,,--,--,--,,--,--,--,,--
,Junín,Santa Rosa del Conlara,,,--,--,,,SI,SI,--
SANTA FE,Caseros,Gödeken,,SI,--,SI,,--,SI,--,
,Caseros,Los Molinos,,,--,--,,SI,SI,,--
,Caseros,Los Nogales,--,,--,--,--,,SI,--,--
SANTA FE,Caseros,,--,--,--,,SI,SI,,SI,
SANTA FE,,San José de la Esquina,SI,SI,,--,SI,SI,,SI,--
,Caseros,Sanford,SI,,--,SI,SI,,SI,,--
,Caseros,Villada,,,--,--,,,SI,,--
SANTA FE,Castellanos,,SI,--,--,,SI,--,SI,SI,
SANTA FE,,,SI,--,,,SI,SI,,SI,
SANTA FE,Castellanos,Ataliva,,SI,--,SI,,SI,SI,SI,--
,Castellanos,Aurelia,,,--,--,,,SI,,--
,Castellanos,Barrios Acapulco y Veracruz,--,,--,--,SI,,--,--,
SANTA FE,General López,Santa Isabel,,--,--,SI,,,SI,--,
SANTA FE,,Teodelina,--,SI,,--,SI,SI,,,--
SANTA FE,,,SI,SI,,,SI,SI,SI,,SI
,General López,Villa Cañás,,,--,SI,,,SI,SI,--
,General López,Wheelwright,--,,--,SI,SI,,SI,SI,
SANTA FE,General Obligado,Arroyo Ceibal,,--,--,--,,,SI,,--
,General Obligado,Avellaneda (Est. Ewald),SI,,--,SI,SI,,SI,,--
SANTA FE,General Obligado,,--,--,,,SI,--,SI,SI,
SANTA FE,,El Araza,--,--,,--,SI,--,,SI,
SANTA FE,,,--,SI,,,SI,--,,,SI
SANTA FE,Las Colonias,,SI,--,--,,SI,SI,SI,,--
,Rosario,Acebal,,,--,SI,,,SI,SI,--
SANTA FE,Rosario,Albarellos,,--,--,--,,--,SI,SI,
SANTA FE,Rosario,,SI,SI,--,,SI,SI,SI,,--
SANTA FE,,,SI,SI,,SI,SI,--,,SI,--
,Rosario,Arbilla,SI,,--,--,--,,--,--,
SANTA FE,Rosario,Arminda,,,--,--,,--,SI,--,--
SANTA FE,,Arroyo Seco,SI,SI,,SI,SI,SI,,,--
SANTA FE,Rosario,,--,--,--,,SI,--,,SI,--
SANTA FE,Rosario,,SI,--,--,,SI,--,SI,--,--
SANTA FE,,,--,SI,,,SI,SI,,--,
SANTA FE,Rosario,Cuatro Esquinas,,--,--,SI,,--,--,--,--
,Rosario,El Caramelo,,,--,SI,,,SI,,--
SANTA FE,,Pedro Gómez Cello,--,--,,--,SI,--,,SI,
SANTA FE,San Justo,,--,--,--,,--,--,SI,SI,
SANTA FE,San Justo,,--,--,--,,--,--,--,SI,--
SANTA FE,,,SI,SI,,,SI,SI,,,--
SANTA FE,San Justo,San Martín Norte,,--,--,--,,--,SI,SI,--
,San Justo,Silva (Est. Abipones),,,--,--,,,--,SI,
,San Justo,Vera y Pintado (Est. Guaraníes),SI,,--,SI,SI,,SI,,--
SANTA FE,San Justo,Videla,,--,--,SI,,,SI,SI,--
SANTA FE,,Aldao,--,SI,,--,SI,--,,--,
SANTA FE,,,SI,SI,,,SI,SI,SI,--,--
,San Lorenzo,Carcarañá,,,--,--,,,SI,,--
,Copo,Los Tigres,--,,--,--,SI,,--,,--
SANTIAGO DEL ESTERO,,,--,--,,,SI,--,,--,
SANTIAGO DEL ESTERO,Copo,,--,--,--,,--,--,--,SI,
,Copo,Pampa de los Guanacos,,,--,SI,,,SI,,SI
SANTIAGO DEL ESTERO,Copo,San José del Boquerón,,--,--,--,,--,--,,--
,Copo,Urutaú,,,--,--,,--,--,SI,
,Figueroa,Bandera Bajada,--,,--,SI,SI,,SI,SI,
SANTIAGO DEL ESTERO,Figueroa,,--,--,--,,--,--,,,--
SANTIAGO DEL ESTERO,,Colonia San Juan,--,--,,--,--,--,,--,--
,Figueroa,El Crucero,--,,--,--,--,,--,--,--
,Figueroa,Kilómetro 30,,,--,--,,,--,--,
SANTIAGO DEL ESTERO,Figueroa,La Cañada,,--,--,SI,,--,--,SI,SI
,Figueroa,La Invernada,,,--,SI,--,,--,,--
SANTIAGO DEL ESTERO,Figueroa,,--,--,--,,--,--,--,--,
SANTIAGO DEL ESTERO,,Vaca Huañuna,--,--,,--,--,--,,SI,
SANTIAGO DEL ESTERO,,Villa Figueroa,--,--,,SI,--,--,,,--
TUCUMAN,,,--,--,,,SI,--,,,SI
,Burruyacú,Villa Padre Monti,--,,--,--,--,,SI,--,
,Capital,San Miguel de Tucumán (Est. Tucumán),,,SI,SI,,,SI,SI,
TUCUMAN,Chicligasta,,--,--,--,,SI,SI,,--,--
TUCUMAN,,Alto Verde,--,--,,--,SI,--,,,--
,Chicligasta,Arcadia,SI,,--,--,--,,SI,--,--
TUCUMAN,Chicligasta,Concepción,,SI,--,SI,,SI,SI,SI,
TUCUMAN,,,--,--,,--,SI,--,,--,--
TUCUMAN,Chicligasta,,SI,--,--,,SI,SI,SI,,--
TUCUMAN,,,--,--,,,--,--,,--,
TUCUMAN,,San Roque,--,--,,--,--,--,,--,--
,Cruz Alta,Alderetes,,,--,SI,,,SI,,--
,Cruz Alta,Banda del Río Salí,--,,--,SI,SI,,SI,SI,--
TUCUMAN,,Barrio Aeropuerto,--,--,,--,SI,SI,,--,--
TUCUMAN,Cruz Alta,,--,--,,,SI,SI,SI,--,
TUCUMAN,,Colonia Mayo - Barrio La Milagrosa,--,--,,,--,--,,,--
TUCUMAN,Cruz Alta,,--,--,--,,--,--,SI,SI,--
,Cruz Alta,El Bracho,--,,--,--,SI,,SI,SI,
TUCUMAN,Cruz Alta,El Corte,,--,--,--,,--,--,--,--
,Cruz Alta,El Paraiso,,,--,--,,,--,--,--
,Cruz Alta,Ex Ingenio Esperanza,--,,--,--,SI,,--,,--
TUCUMAN,,,--,--,,,--,--,,--,--
TUCUMAN,,Ex Ingenio Lujan,--,--,,--,--,--,,--,
,Cruz Alta,Ingenio La Florida,--,,--,--,SI,,--,,--
TUCUMAN,Cruz Alta,La Florida,,--,--,--,,SI,SI,,SI
TUCUMAN,Cruz Alta,,--,--,--,,SI,SI,--,--,
TUCUMAN,,Lastenia,--,--,,--,SI,SI,,--,
TUCUMAN,Cruz Alta,Lastenia,,--,--,--,,SI,--,,--
,Cruz Alta,Los Gutierrez,--,,--,--,,,--,,--
,Cruz Alta,Los Ralos,--,,--,--,--,,SI,SI,
,Cruz Alta,Pacará,,,--,--,,,--,SI,
TUCUMAN,,Ranchillos,--,--,,--,SI,SI,,SI,--
TUCUMAN,,,SI,--,,,SI,--,,,--
,Cruz Alta,Villa Recaste,,--,--,--,,SI,--,--,
,Cruz Alta,Villa Tercera,--,,--,--,--,,--,--,--
,Famaillá,Barrio Casa Rosada,,,--,--,,,--,,--
TUCUMAN,Famaillá,Campo de Herrera,,--,--,--,,--,--,--,--
TUCUMAN,,,--,--,,,SI,SI,,--,
TUCUMAN,Famaillá,,SI,--,--,,SI,SI,SI,SI,
TUCUMAN,Famaillá,,--,--,--,,--,--,,,--
TUCUMAN,,Graneros,--,--,,--,SI,SI,,,SI
,Graneros,Lamadrid,,,--,SI,,SI,SI,SI,
,Graneros,Taco Ralo,--,,--,--,SI,,SI,SI,
TUCUMAN,,Juan Bautista Alberdi,SI,--,,--,SI,SI,,,SI
TUCUMAN,,,--,--,,,--,--,,--,--
TUCUMAN,La Cocha,La Cocha,,--,--,--,,SI,SI,SI,
,La Cocha,San José de La Cocha,,,--,--,,,--,SI,SI
TUCUMAN,Leales,,SI,--,--,,SI,SI,SI,,--
TUCUMAN,,,--,--,,,SI,SI,,--,--
TUCUMAN,,Los Puestos,--,--,,--,SI,SI,,--,--
TUCUMAN,Leales,,SI,--,,,--,--,SI,--,
,Leales,Pala Pala,--,,--,--,SI,,SI,SI,SI
TUCUMAN,Leales,Río Colorado,,--,--,--,,,--,,--
TUCUMAN,,,--,--,,,SI,SI,,SI,
TUCUMAN,,Villa de Leales,--,--,,--,SI,--,,SI,--
TUCUMAN,,,--,--,--,,SI,SI,SI,SI,--
TUCUMAN,,Barrio Araujo,--,--,,--,SI,SI,,,--
TUCUMAN,Lules,Barrio San Felipe,,--,--,--,,SI,--,--,--
,Lules,El Manantial,--,,--,SI,SI,,SI,SI,
,Lules,Ingenio San Pablo,,,--,SI,,,SI,,--
TUCUMAN,Lules,La Reducción,,--,--,--,,SI,SI,--,--
TUCUMAN,,,SI,--,,,SI,--,,--,
TUCUMAN,Río Chico,,--,--,--,,--,--,--,--,--
TUCUMAN,Simoca,Atahona,,--,--,--,,SI,--,,--
,Simoca,Monteagudo,--,,--,--,SI,,--,,--
TUCUMAN,,Nueva Trinidad,--,--,,--,--,--,,SI,
TUCUMAN,Simoca,,--,--,--,,--,--,--,--,
,Simoca,Simoca,--,,--,--,SI,,SI,SI,--
,Simoca,Villa Chicligasta,,--,--,--,,--,--,,--
TUCUMAN,Tafí del Valle,Amaicha del Valle,,--,--,SI,,SI,SI,SI,
,Tafí del Valle,Colalao del Valle,,,--,--,,,SI,SI,--
TUCUMAN,Tafí del Valle,,--,--,--,,SI,--,SI,,SI
TUCUMAN,,,SI,--,,,SI,SI,,,SI
,Tafí Viejo,Barrio El Cruce,--,,--,--,,,--,--,--
TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,,--,--,--,,--,SI,--,
,Tafí Viejo,Barrio Mutual San Martín,,,--,--,,SI,SI,,--
,Tafí Viejo,Barrio Parada 14,--,,--,--,SI,,--,,--
TUCUMAN,Tafí Viejo,,--,--,--,,SI,SI,--,--,
TUCUMAN,,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),--,--,,SI,SI,--,,--,
TUCUMAN,,,SI,SI,,,SI,SI,,,--
TUCUMAN,Monteros,,SI,--,--,,SI,SI,SI,,--
,Monteros,Capitán Cáceres,,,--,--,,,--,SI,
TUCUMAN,Monteros,Monteros,,--,--,SI,,SI,SI,SI,--
TUCUMAN,Monteros,,SI,--,--,,SI,SI,SI,--,--
TUCUMAN,,Río Seco,SI,--,,SI,SI,SI,,,--
,Monteros,Santa Lucía,SI,,--,--,SI,,SI,SI,--
TUCUMAN,Monteros,Sargento Moya,,--,--,--,,,--,SI,
TUCUMAN,,Soldado Maldonado,--,--,,--,--,--,,--,--
TUCUMAN,,,--,--,--,,--,--,--,,--
TUCUMAN,Monteros,,SI,--,--,,SI,SI,SI,SI,
TUCUMAN,,,SI,--,,,SI,SI,,SI,--
TUCUMAN,Río Chico,Ingenio Santa Barbara,,--,--,--,,SI,--,,--
,Río Chico,Los Sarmientos,,,--,--,,,SI,--,--
TUCUMAN,,Río Chico,--,--,,,--,--,,--,
TUCUMAN,Tafí Viejo,,--,--,--,,SI,SI,SI,--,
TUCUMAN,,,SI,SI,,,SI,SI,,SI,--
TUCUMAN,,Villa Las Flores,--,--,,--,SI,SI,,,--
,Tafí Viejo,Villa Mariano Moreno - El Colmenar,,,--,SI,,,SI,--,--
,Trancas,Choromoro,--,,--,--,SI,,--,--,
,Trancas,San Pedro de Colalao,--,,--,--,SI,,SI,,--
TUCUMAN,Trancas,Villa de Trancas,,--,--,--,,SI,SI,SI,--
TUCUMAN,,,--,--,,--,SI,--,,--,
TUCUMAN,Yerba Buena,,--,--,--,,SI,SI,--,--,--
TUCUMAN,Yerba Buena,Country Jockey Club,,--,--,--,,--,--,--,--
,Yerba Buena,EX INGENIO SAN JOSE,,,--,--,,,--,,--
TUCUMAN,,Villa Carmela,SI,--,,--,SI,SI,,SI,--
TUCUMAN,,,--,--,,,SI,SI,,--,
,Yerba Buena,Yerba Buena - Marcos Paz,SI,,--,SI,SI,,SI,,--
,San Lorenzo,San Lorenzo,,,--,SI,,,SI,,--
SANTA FE,San Lorenzo,Timbúes,,--,--,SI,,SI,SI,SI,
,San Lorenzo,Villa Elvira,,,--,--,SI,,--,SI,
SANTA FE,San Lorenzo,,--,SI,--,,SI,--,SI,,SI
SANTA FE,,Cañada Rosquín,--,--,,--,SI,SI,,,--
,San Martín,Carlos Pellegrini,,,--,--,,,SI,--,--
SANTA FE,San Martín,Casas,,SI,--,--,,--,SI,--,
,San Martín,Castelar,--,,--,--,SI,,SI,,--
,San Martín,Colonia Belgrano,,,--,--,,,--,,--
SANTA FE,,Crispi,--,--,,--,SI,--,,--,
SANTA FE,,,SI,SI,,,SI,SI,,SI,
SANTA FE,San Martín,,SI,SI,--,,SI,SI,SI,,--
SANTA FE,,Las Bandurrias,--,SI,,--,SI,--,,,--
SANTA FE,San Martín,Las Petacas,,--,--,--,,--,--,--,--
,San Martín,Los Cardos,SI,,--,--,,,SI,--,
SANTA FE,,,SI,--,,,SI,SI,,,--
SANTA FE,San Martín,,--,SI,--,,SI,--,SI,--,--
,San Martín,San Jorge,,,--,SI,,,SI,SI,
,San Martín,San Martín de las Escobas,SI,,--,--,SI,,SI,SI,--
SANTA FE,,,SI,--,,,SI,SI,,,--
SANTA FE,,Traill,--,--,,--,--,--,,--,--
SANTA FE,,Wildermuth (Est. Granadero B. Bustos),--,--,,,--,--,,--,--
SANTA FE,Vera,,SI,--,--,,SI,SI,SI,SI,
,Vera,Cañada Ombú,--,,--,--,SI,,--,SI,SI
SANTA FE,Vera,Colmena,,--,--,--,,--,--,,SI
SANTA FE,Vera,,--,--,--,,SI,--,SI,SI,
SANTA FE,,,--,--,,,SI,--,,SI,
SANTA FE,,Golondrina,--,--,,--,SI,--,,,--
SANTA FE,,,--,--,,,SI,--,SI,SI,SI
,Vera,Kilómetro 115,--,,--,--,--,,--,SI,
SANTA FE,Vera,La Gallareta,,--,--,--,,,SI,SI,--
SANTA FE,Vera,Los Amores,,--,--,--,,--,SI,SI,--
,Vera,Margarita,,,--,--,,,SI,,SI
SANTA FE,Vera,,--,--,--,,--,--,--,SI,SI
SANTA FE,,,--,--,,,--,--,,SI,
,Vera,Pueblo Santa Lucía,--,,--,--,SI,,--,,--
SANTA FE,Vera,Tartagal (Est. El Tajamar),,--,--,--,,--,--,SI,--
SANTA FE,Vera,,--,--,--,,--,--,,SI,
SANTA FE,,Vera (Est. Gobernador Vera),SI,--,,--,SI,SI,,SI,--
SANTIAGO DEL ESTERO,Aguirre,Argentina,,,--,--,,--,--,,--
,Aguirre,Malbrán,SI,,--,--,SI,,SI,,SI
,Aguirre,Villa General Mitre (Est. Pinto),,,--,--,,,SI,SI,
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,,--,--,SI,,--,SI,SI,
SANTIAGO DEL ESTERO,,,--,--,,,--,--,,,SI
SANTIAGO DEL ESTERO,Alberdi,,--,--,--,,--,--,--,,--
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,,--,--,SI,,--,SI,--,
,Alberdi,Santos Lugares,,,--,SI,,,--,SI,SI
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,,--,--,SI,,--,--,,SI
,Atamisqui,Medellín,,,--,SI,,,--,,SI
SANTIAGO DEL ESTERO,Atamisqui,,--,--,--,,SI,SI,SI,SI,SI
SANTIAGO DEL ESTERO,,,SI,SI,,,SI,SI,,SI,
SANTIAGO DEL ESTERO,,Herrera,--,SI,,--,SI,SI,,,SI
SANTIAGO DEL ESTERO,Banda,,--,--,--,,--,--,--,--,--
,Belgrano,Bandera,--,,--,SI,SI,,SI,SI,
,Belgrano,Cuatro Bocas,,--,--,--,,--,SI,SI,
SANTIAGO DEL ESTERO,,,--,--,,,--,--,,SI,SI
SANTIAGO DEL ESTERO,,Guardia Escolta,SI,SI,,--,SI,--,,,SI
,Capital,El Deán,,,--,--,,,--,--,--
SANTIAGO DEL ESTERO,Capital,El Mojón,,--,--,--,,--,--,SI,
SANTIAGO DEL ESTERO,,,--,--,,,--,--,,SI,SI
SANTIAGO DEL ESTERO,Capital,,--,--,--,,--,--,--,,--
SANTIAGO DEL ESTERO,,,--,--,--,,SI,SI,--,SI,
SANTIAGO DEL ESTERO,,Maquito,--,--,,--,SI,SI,,SI,SI
SANTIAGO DEL ESTERO,Capital,Morales,,--,--,--,,--,--,,--
,Capital,Puesto de San Antonio,--,,--,--,SI,,--,--,--
SANTIAGO DEL ESTERO,,San Pedro,--,--,,--,--,--,,SI,
SANTIAGO DEL ESTERO,,,--,--,,,--,--,,SI,
SANTIAGO DEL ESTERO,,Icaño,--,SI,,--,SI,--,,SI,SI
SANTIAGO DEL ESTERO,,,--,SI,,,SI,SI,,,SI
,Avellaneda,Real Sayana,--,,--,--,SI,,--,--,--
,Avellaneda,Villa Mailín,,,--,--,,,--,SI,
SANTIAGO DEL ESTERO,Banda,Abra Grande,,--,--,--,,--,--,,--
,Banda,Antajé,--,,--,--,--,,--,--,--
SANTIAGO DEL ESTERO,Banda,,--,--,--,,--,--,--,--,
SANTIAGO DEL ESTERO,,,--,--,,--,--,--,,--,--
,Banda,Chaupi Pozo,,,--,SI,,,--,--,--
