,Partido,Localidad,,,CABLEMODEM,DIAL UP,FIBRA OPTICA,,SATELITAL,WIMAX,,,
CORDOBA,Minas,,14070040,- 0,- 0,,- 0,- 0,- 0,- 0,,,
CORDOBA,,Talaini,14070070,- 0,,- 0,- 0,- 0,,- 0,,23,
,OTROS,OTROS,Sin Datos,,- 0,- 0,- 0,,- 0,,268,753,
CORDOBA,Pocho,Chancani,,- 0,- 0,- 0,,- 0,- 0,,97,97,
CORDOBA,,Las Palmas,14077020,- 0,,- 0,- 0,- 0,,- 0,,,
CORDOBA,,,14077040,155,- 0,,3,- 0,1,- 0,,457,
CORDOBA,Pocho,,14077080,- 0,- 0,,- 0,- 0,- 0,,40,40,
CORDOBA,,,14077030,- 0,,,- 0,- 0,,- 0,39,39,
CORDOBA,Pocho,San Gerónimo,,- 0,- 0,- 0,,- 0,- 0,- 0,,11,
,Pocho,Tala Cañada,,,- 0,- 0,,,- 0,- 0,,,
CORDOBA,,Taninga,14077070,- 0,,,- 0,- 0,,- 0,167,167,
CORDOBA,Presidente Roque Sáenz Peña,,14084010,3,2.441,,1,29,- 0,,148,2.622,
CORDOBA,,,14084020,395,,,2,17,,- 0,,453,
CORDOBA,Presidente Roque Sáenz Peña,,14084030,1.088,5.570,,1,1,- 0,- 0,668,,
,Presidente Roque Sáenz Peña,Melo,,,- 0,- 0,,,- 0,,389,420,
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,,- 0,- 0,- 0,,- 0,- 0,,29,29,
CORDOBA,Presidente Roque Sáenz Peña,Rosales,,- 0,- 0,- 0,,,- 0,- 0,,,
,Presidente Roque Sáenz Peña,Serrano,14084090,,1.033,- 0,- 0,,1,- 0,,1.115,
CORDOBA,,,14084080,- 0,,,- 0,- 0,- 0,- 0,42,42,
CORDOBA,,Leguizamón,14084040,- 0,,- 0,1,- 0,,,- 0,1,
,Punilla,Bialet Massé,14091020,,- 0,- 0,1,,- 0,- 0,,,
,Punilla,Cabalango,,,- 0,- 0,,,- 0,- 0,207,,
CORDOBA,Punilla,,14091040,1.643,457,,- 0,- 0,- 0,,282,2.382,
CORDOBA,,,14091050,- 0,,,- 0,- 0,,- 0,57,57,
CORDOBA,Punilla,Charbonier,,- 0,- 0,- 0,,- 0,- 0,- 0,,,
,Punilla,Cosquín,,,4.694,- 0,,,- 0,- 0,113,,
,Punilla,Cuesta Blanca,14091080,,- 0,- 0,- 0,,- 0,- 0,40,40,
,Punilla,Estancia Vieja,,,- 0,- 0,,- 0,- 0,,216,216,
CORDOBA,,Huerta Grande,14091100,- 0,,- 0,416,- 0,,- 0,103,,
CORDOBA,Punilla,,14091110,1.044,- 0,,- 0,- 0,,- 0,,,
,Punilla,La Falda,,,4.689,- 0,,,- 0,,26,6.059,
,Punilla,Las Jarillas,14091130,,- 0,- 0,- 0,,- 0,- 0,4,4,
,Punilla,Los Cocos,,,- 0,- 0,,,- 0,- 0,,,
CORDOBA,Punilla,Mayu Sumaj,,- 0,128,- 0,,- 0,- 0,- 0,49,,
CORDOBA,,,14091180,- 0,,,1,- 0,,,112,1.435,
CORDOBA,Punilla,,14091190,62,- 0,,- 0,- 0,- 0,- 0,42,104,
CORDOBA,Punilla,,14091200,- 0,- 0,,- 0,- 0,,- 0,233,,
CORDOBA,,Santa María de Punilla,14091210,1.273,,- 0,2,1,,- 0,,,
CORDOBA,Punilla,Tala Huasi,,,- 0,- 0,,- 0,- 0,- 0,15,15,
,Punilla,Tanti,14091230,,- 0,- 0,- 0,,- 0,,373,598,
CORDOBA,,Valle Hermoso,14091240,913,,- 0,- 0,- 0,,- 0,,1.045,
CORDOBA,,,14091250,1.857,,,6,1,,- 0,,,
CORDOBA,Punilla,Villa Giardino,,992,- 0,- 0,,- 0,- 0,,253,1.610,
,Punilla,Villa Parque Siquimán,,,- 0,- 0,,,- 0,,285,285,
CORDOBA,Punilla,,14091300,- 0,- 0,,- 0,- 0,- 0,- 0,,147,
CORDOBA,,,14091320,272,,,- 0,- 0,,- 0,279,,
CORDOBA,,Achiras,14098010,- 0,,- 0,50,- 0,,,258,308,
CORDOBA,Río Cuarto,,14098020,353,,,15,- 0,- 0,,179,3.016,
,Río Cuarto,Alcira (Est. Gigena),14098030,,- 0,- 0,883,,1,- 0,,,
CORDOBA,Río Cuarto,ALPA CORRAL,,- 0,- 0,- 0,,,- 0,- 0,,160,
CORDOBA,,,14098050,609,,,2,- 0,,,133,2.189,
CORDOBA,,Bulnes,14098060,50,,- 0,- 0,- 0,,- 0,- 0,51,
CORDOBA,,,14098070,- 0,,,78,- 0,,- 0,,79,
CORDOBA,Río Cuarto,,14098080,19,- 0,,3,- 0,- 0,- 0,,,
,Río Cuarto,Coronel Moldes,14098100,,- 0,- 0,- 0,,- 0,,- 0,1.841,
CORDOBA,Río Cuarto,Elena,,139,- 0,- 0,,- 0,- 0,,86,821,
,Río Cuarto,La Carolina,,,- 0,- 0,,,2,- 0,66,,
,Río Cuarto,Las Acequias,14098150,,- 0,- 0,8,,- 0,- 0,,430,
CORDOBA,,,14098160,9,,,- 0,14,,,- 0,23,
CORDOBA,,Las Higueras,14098170,256,,- 0,645,- 0,,,- 0,1.474,
,Río Cuarto,Las Peñas,14098180,,- 0,- 0,- 0,,- 0,- 0,,30,
CORDOBA,Río Cuarto,Las Vertientes,,48,- 0,- 0,,- 0,- 0,- 0,- 0,,
CORDOBA,Río Cuarto,,14098200,1,- 0,,- 0,- 0,- 0,,- 0,1,
CORDOBA,,OTROS,Sin Datos,- 0,,- 0,1,30,,- 0,- 0,31,
CORDOBA,Río Cuarto,Río Cuarto,,6.460,39.139,1,,- 0,6,- 0,,,
,Río Cuarto,SAMPACHO,,,- 0,- 0,,,- 0,- 0,219,,
,Río Cuarto,San Basilio,14098250,,- 0,- 0,865,,1,- 0,- 0,903,
,Río Cuarto,Santa Catalina (Est. Holmberg),,,- 0,- 0,,,- 0,,178,1.145,
CORDOBA,,Vicuña Mackenna,14098290,2.268,,- 0,71,- 0,,- 0,- 0,,
CORDOBA,,,14098300,- 0,,,- 0,4,,- 0,,,
,Río Cuarto,Washington,,- 0,- 0,- 0,,- 0,- 0,,38,38,
,Río Cuarto,Coronel Baigorria,14098090,,- 0,- 0,- 0,,- 0,,74,74,
CORDOBA,Río Primero,Cañada de Machado,,- 0,- 0,- 0,,- 0,- 0,- 0,11,,
,Río Primero,Esquina,,,- 0,- 0,,,1,- 0,,57,
CORDOBA,Río Primero,,14105110,- 0,1.167,,4,- 0,1,- 0,154,1.326,
CORDOBA,,La Puerta,14105130,- 0,,- 0,1,- 0,,,100,101,
CORDOBA,,Montecristo,14105190,217,,- 0,1.331,- 0,,- 0,,,
CORDOBA,,,Sin Datos,- 0,,,- 0,- 0,,- 0,20,,
,Río Primero,Piquillín,14105210,,- 0,- 0,- 0,,- 0,,- 0,158,
,Río Primero,Río Primero,,,- 0,- 0,,,- 0,- 0,187,2.096,
CORDOBA,Río Primero,,14105260,363,- 0,,806,- 0,,- 0,,,
CORDOBA,,Villa Fontana,14105270,- 0,,- 0,170,- 0,,- 0,,401,
,Río Primero,Diego de Rojas,14105060,,- 0,- 0,1,,- 0,,- 0,1,
CORDOBA,Río Primero,La Quinta,,- 0,- 0,- 0,,- 0,- 0,,20,20,
CORDOBA,,,14112110,- 0,,- 0,2,- 0,,- 0,- 0,,
CORDOBA,Río Seco,,14112130,- 0,610,,- 0,427,- 0,- 0,,1.279,
CORDOBA,,,14112010,- 0,,,- 0,- 0,,,60,60,
CORDOBA,,Rayo Cortado,14112080,- 0,,- 0,- 0,- 0,,,57,57,
,Río Segundo,Capilla del Carmen,,,138,- 0,,,- 0,- 0,,153,
,Río Segundo,Carrilobo,14119040,,599,- 0,- 0,,1,- 0,,,
CORDOBA,,Colazo,14119050,- 0,,- 0,2,- 0,,- 0,- 0,3,
CORDOBA,Río Segundo,,14119070,126,,,153,- 0,- 0,,12,291,
CORDOBA,Río Segundo,,14119090,748,- 0,,1,- 0,- 0,- 0,,,
CORDOBA,,,14119100,62,,,514,- 0,,- 0,,577,
CORDOBA,Río Segundo,Los Chañaritos,,6,- 0,- 0,,- 0,- 0,,31,69,
,Río Segundo,Luque,,,637,- 0,,,- 0,,20,1.134,
,Río Segundo,Manfredi,14119130,,- 0,- 0,4,,- 0,- 0,,80,
CORDOBA,Río Segundo,Oncativo,,2.514,73,- 0,,- 0,- 0,- 0,436,,
CORDOBA,,Pilar,14119160,1.951,,- 0,206,377,,,1.402,3.938,
CORDOBA,,,14119170,- 0,1.892,,- 0,- 0,- 0,,- 0,1.892,
,Río Segundo,Rincón,,,126,- 0,,,- 0,- 0,17,,
,Río Segundo,Río Segundo,14119190,,- 0,- 0,509,,- 0,- 0,,4.909,
CORDOBA,,,14119200,95,,,- 0,- 0,,- 0,81,830,
CORDOBA,Río Segundo,,14119210,141,7.257,,- 0,- 0,- 0,,71,7.469,
,Río Segundo,Calchín,,,894,- 0,,,- 0,- 0,28,,
CORDOBA,San Alberto,Arroyo Los Patos,,- 0,40,- 0,,- 0,- 0,- 0,,,
,San Alberto,El Huayco,,66,- 0,- 0,,- 0,- 0,,6,72,
,San Alberto,La Cortadera,14126040,,- 0,- 0,1,,- 0,- 0,- 0,1,
CORDOBA,San Alberto,,14126050,- 0,- 0,,12,- 0,- 0,- 0,,59,
CORDOBA,,Las Rabonas,14126070,- 0,,- 0,15,- 0,,- 0,32,,
,San Alberto,Mina Clavero,14126090,,302,- 0,187,,- 0,,- 0,2.342,
,San Alberto,Nono,,,30,- 0,,,- 0,,35,402,
,San Alberto,San Huberto,14126130,,- 0,- 0,3,,- 0,- 0,,,
CORDOBA,San Alberto,San Lorenzo,,,- 0,- 0,,- 0,- 0,- 0,20,,
CORDOBA,,San Pedro,14126160,- 0,,- 0,6,- 0,,,403,409,
CORDOBA,San Alberto,,14126170,- 0,- 0,,6,- 0,,- 0,33,39,
CORDOBA,San Alberto,,14126180,- 0,- 0,,- 0,- 0,- 0,- 0,21,,
CORDOBA,,,14126200,- 0,,,125,- 0,,- 0,,308,
CORDOBA,San Alberto,Villa Sarmiento,,1,- 0,- 0,,- 0,- 0,- 0,423,424,
,San Javier,Conlara,,,- 0,- 0,,,- 0,,24,24,
CORDOBA,,Cruz Caña,14133030,- 0,,- 0,- 0,- 0,,- 0,,41,
CORDOBA,San Javier,,14133040,- 0,- 0,,- 0,- 0,- 0,- 0,5,,
CORDOBA,San Javier,El Pantanillo,,- 0,- 0,- 0,,,- 0,,4,4,
,San Javier,La Paz,14133060,,- 0,- 0,- 0,,1,- 0,268,269,
CORDOBA,,,14133070,- 0,,,- 0,- 0,- 0,- 0,,78,
CORDOBA,,La Ramada,14133080,- 0,,- 0,- 0,- 0,,- 0,,,
CORDOBA,,,14133090,- 0,,,- 0,- 0,,,49,49,
CORDOBA,San Javier,,14133095,- 0,- 0,,2,- 0,- 0,,- 0,2,
,San Javier,Las Tapias,,,- 0,- 0,,,- 0,- 0,251,,
CORDOBA,San Javier,Loma Bola,,- 0,- 0,- 0,,- 0,- 0,- 0,,20,
CORDOBA,San Javier,,14133110,- 0,- 0,,- 0,- 0,- 0,,64,64,
CORDOBA,,,14133120,290,,,- 0,- 0,,- 0,43,333,
CORDOBA,,,14133130,- 0,,,- 0,- 0,,- 0,36,,
CORDOBA,San Javier,,14133040,- 0,- 0,,- 0,- 0,- 0,- 0,,9,
,San Javier,Luyaba,,,- 0,- 0,,,- 0,,124,124,
CORDOBA,San Javier,Quebracho Ladeado,,- 0,- 0,- 0,,- 0,- 0,,10,10,
,San Javier,Quebrada de los Pozos,,- 0,- 0,- 0,,- 0,1,- 0,,82,
,San Javier,San Javier y Yacanto,14133170,,- 0,- 0,- 0,,- 0,- 0,,,
CORDOBA,San Javier,,14133180,- 0,- 0,,- 0,- 0,- 0,,69,69,
CORDOBA,,Villa de las Rosas,14133190,- 0,,- 0,- 0,- 0,,- 0,329,329,
,San Javier,Villa Dolores,14133200,,802,- 0,4.892,,- 0,- 0,2.167,,
,San Javier,Villa La Viña,,,- 0,- 0,,,- 0,- 0,,,
CORDOBA,San Justo,,14140010,- 0,360,,858,- 0,1,- 0,- 0,1.219,
CORDOBA,,,14140020,606,,,- 0,- 0,,,- 0,607,
CORDOBA,San Justo,Arroyito,,538,6.608,- 0,,- 0,1,58,103,,
,San Justo,Brinkmann,,,- 0,- 0,,,- 0,- 0,,,
,San Justo,Colonia Anita,14140060,,- 0,- 0,- 0,,- 0,,4,4,
CORDOBA,San Justo,Colonia Las Pichanas,,- 0,- 0,- 0,,- 0,- 0,- 0,43,43,
CORDOBA,,Colonia Marina,14140090,- 0,,- 0,171,- 0,,- 0,,,
CORDOBA,,,14140110,- 0,- 0,,- 0,- 0,- 0,- 0,390,,
,San Justo,Devoto,,,- 0,- 0,,,- 0,- 0,- 0,614,
,San Justo,El Arañado,14140170,,479,- 0,- 0,,1,,66,546,
,San Justo,El Fuertecito,14140190,,- 0,- 0,- 0,,- 0,- 0,9,,
CORDOBA,San Justo,El Tío,,30,526,- 0,,- 0,- 0,- 0,,,
CORDOBA,,,14140210,- 0,,- 0,- 0,- 0,,- 0,36,36,
CORDOBA,San Justo,,14140220,268,2.230,,- 0,- 0,- 0,,63,2.561,
CORDOBA,,,14140230,620,,,495,- 0,,- 0,,,
CORDOBA,,La Tordilla,14140250,435,,- 0,- 0,- 0,,- 0,45,,
,San Justo,Las Varillas,,,3.948,- 0,,,1,,- 0,7.230,
,San Justo,Marull,14140280,,- 0,- 0,485,,1,- 0,235,721,
CORDOBA,,Miramar,14140290,- 0,,- 0,- 0,137,,- 0,158,,
CORDOBA,San Justo,,14140300,202,,,6.554,- 0,- 0,- 0,,6.756,
CORDOBA,San Justo,Plaza Luxardo,,- 0,- 0,- 0,,- 0,- 0,- 0,6,6,
,San Justo,Plaza San Francisco,,,- 0,- 0,,,- 0,,9,9,
CORDOBA,San Justo,,14140330,804,- 0,,1.123,- 0,- 0,- 0,,,
CORDOBA,,Quebracho Herrado,14140340,- 0,,- 0,- 0,- 0,,- 0,,18,
CORDOBA,,Sacanta,14140350,- 0,,- 0,257,- 0,,,120,1.301,
CORDOBA,,,14140360,3.271,,,7,60,,,1.222,21.112,
,San Justo,Saturnino María Laspiur,14140370,,758,- 0,- 0,,1,- 0,,759,
,San Justo,Tránsito,,,1.025,- 0,,,- 0,- 0,118,,
CORDOBA,San Justo,,14140420,- 0,245,,- 0,- 0,,- 0,132,377,
CORDOBA,,Villa San Esteban,14140440,- 0,,- 0,- 0,- 0,,,28,28,
CORDOBA,San Justo,,14140390,77,- 0,,- 0,- 0,- 0,- 0,,77,
CORDOBA,,Colonia Vignaud,14140150,94,,- 0,102,- 0,,- 0,- 0,,
CORDOBA,San Justo,Seeber,,66,- 0,- 0,,- 0,- 0,,- 0,66,
,San Justo,El Fortín,,,395,- 0,,,- 0,,63,458,
,San Justo,Las Varas,14140260,,- 0,- 0,148,,- 0,- 0,,,
,San Justo,Villa del Tránsito,,,- 0,- 0,,,- 0,- 0,,51,
CORDOBA,,La Paquita,14140240,270,,- 0,- 0,- 0,,- 0,76,346,
CORDOBA,,,14147010,3.452,,,10.895,- 0,,,327,16.126,
,Santa María,Anisacate,,416,- 0,- 0,,- 0,- 0,- 0,,,
,Santa María,Despeñaderos,14147080,,- 0,- 0,236,,- 0,- 0,158,,
CORDOBA,,,14147280,- 0,,,- 0,- 0,,,2,2,
CORDOBA,Santa María,,14147150,33,- 0,,- 0,- 0,- 0,- 0,1,34,
,Santa María,La Rancherita,14147170,,- 0,- 0,- 0,,- 0,- 0,,,
CORDOBA,Santa María,La Serranita,,- 0,- 0,- 0,,- 0,- 0,- 0,1,,
,Santa María,Lozada,,,- 0,- 0,,,- 0,- 0,1,1,
,Santa María,Malagueño,14147210,,- 0,- 0,16,,- 0,,383,448,
CORDOBA,,,14147220,- 0,,,- 0,- 0,,- 0,23,,
CORDOBA,,OTROS,Sin Datos,- 0,,- 0,- 0,- 0,,- 0,,,
,Santa María,Potrero de Garay,14147230,,- 0,- 0,2,,- 0,,828,830,
CORDOBA,Santa María,Rafael García,,- 0,- 0,- 0,,- 0,- 0,- 0,1,1,
CORDOBA,Santa María,San Nicolás,,7,- 0,- 0,,- 0,- 0,- 0,,,
,Santa María,Toledo,,,- 0,- 0,,,- 0,- 0,4,,
CORDOBA,Santa María,,14147300,- 0,- 0,,- 0,- 0,- 0,,62,62,
CORDOBA,,,14147310,- 0,,,- 0,- 0,,- 0,232,232,
CORDOBA,,Villa del Prado,14147320,- 0,,- 0,1,- 0,,- 0,49,,
CORDOBA,Santa María,,14147330,- 0,,,- 0,- 0,- 0,- 0,,,
,Santa María,Villa Los Aromos,14147340,,- 0,- 0,- 0,,- 0,- 0,62,160,
CORDOBA,Santa María,Villa Parque Santa Ana,,268,- 0,- 0,,,- 0,,- 0,268,
CORDOBA,,,14147360,- 0,,,- 0,- 0,,- 0,,63,
CORDOBA,,La Donosa,14147280,- 0,,- 0,- 0,- 0,,- 0,74,,
,Santa María,José de la Quintana,,,- 0,- 0,,,- 0,,10,10,
CORDOBA,Sobremonte,San Francisco del Chañar,,- 0,- 0,- 0,,- 0,1,- 0,- 0,2,
CORDOBA,,,14154010,- 0,,,2,- 0,,- 0,,2,
CORDOBA,Tercero Arriba,,14161010,836,2.554,,3,5,- 0,- 0,,,
CORDOBA,Tercero Arriba,,14161020,- 0,- 0,,- 0,- 0,,,1,1,
CORDOBA,,Corralito,14161030,- 0,,- 0,151,265,,,35,452,
CORDOBA,Tercero Arriba,General Fotheringham,,,- 0,- 0,,- 0,- 0,- 0,40,,
,Tercero Arriba,Hernando,14161060,,3.031,- 0,3,,- 0,- 0,,3.406,
CORDOBA,,James Craik,14161070,229,,- 0,2,- 0,,,637,1.490,
CORDOBA,,,14161080,- 0,,,- 0,- 0,,- 0,8,8,
CORDOBA,,Las Perdices,14161090,949,,- 0,- 0,- 0,,- 0,,,
CORDOBA,Tercero Arriba,,14161110,1.532,- 0,,1.893,- 0,- 0,- 0,,3.587,
,Tercero Arriba,Pampayasta Sur,14161130,,- 0,- 0,3,,1,- 0,- 0,4,
,Tercero Arriba,Río Tercero,,,8.810,- 0,,- 0,1,,1.168,20.594,
CORDOBA,Tercero Arriba,Tancacha,,1.305,- 0,- 0,,- 0,1,- 0,,1.490,
,Tercero Arriba,Villa Ascasubi,,,- 0,- 0,,,- 0,- 0,,,
CORDOBA,Tercero Arriba,,14161120,- 0,- 0,,- 0,- 0,- 0,,1,1,
CORDOBA,,,14161140,- 0,,,- 0,- 0,,,1,1,
,Tercero Arriba,Dalmacio Vélez,,,- 0,- 0,,,- 0,- 0,- 0,,
CORDOBA,Totoral,Las Peñas,,37,- 0,- 0,,- 0,- 0,- 0,,268,
CORDOBA,,,14168090,71,- 0,,- 0,- 0,- 0,- 0,- 0,71,
CORDOBA,,Sinsacate,14168110,59,,- 0,828,- 0,,,12,899,
CORDOBA,Totoral,Villa del Totoral,,678,- 0,- 0,,,- 0,- 0,448,,
,Tulumba,Las Arrias,14175050,,- 0,- 0,- 0,,- 0,- 0,,,
,Tulumba,San José de la Dormida,,,- 0,- 0,,,1,,263,389,
CORDOBA,Tulumba,Villa Tulumba,,- 0,- 0,- 0,,- 0,- 0,- 0,169,171,
CORDOBA,,,14175100,- 0,,,- 0,- 0,,- 0,,62,
CORDOBA,Tulumba,,14175070,- 0,- 0,,2,- 0,- 0,- 0,- 0,,
CORDOBA,Unión,Alto Alegre,,140,155,- 0,,- 0,- 0,,- 0,296,
,Unión,Ballesteros,14182040,,- 0,- 0,77,,- 0,,65,738,
,Unión,Ballesteros Sur,14182050,,- 0,- 0,1,,- 0,- 0,70,,
CORDOBA,Unión,Bell Ville,,567,8.032,- 0,,- 0,- 0,- 0,,,
CORDOBA,,Benjamín Gould,14182070,- 0,,- 0,- 0,- 0,,- 0,76,76,
CORDOBA,,,14182080,185,- 0,,515,- 0,- 0,,418,1.118,
CORDOBA,Unión,,14182090,146,- 0,,1,- 0,- 0,- 0,,153,
CORDOBA,,,14182100,315,,,1,- 0,,- 0,76,,
CORDOBA,Unión,Idiazabal,,- 0,- 0,- 0,,- 0,1,,1,461,
,Unión,Justiniano Posse,,,- 0,- 0,,,- 0,- 0,1,2.872,
CORDOBA,,Laborde,14182150,172,,,- 0,- 0,,- 0,- 0,,
CORDOBA,Unión,,14182170,679,1.749,,334,- 0,- 0,- 0,,2.762,
,Unión,Morrison,,951,- 0,- 0,,- 0,- 0,- 0,- 0,1.171,
,Unión,Noetinger,14182190,,- 0,- 0,917,,- 0,,11,928,
CORDOBA,Unión,,14182200,229,- 0,,668,- 0,- 0,- 0,,,
CORDOBA,,Pascanas,14182210,242,,- 0,- 0,- 0,,- 0,,256,
CORDOBA,,,14182220,- 0,,,- 0,- 0,,,- 0,79,
CORDOBA,Unión,,14182230,- 0,- 0,,- 0,- 0,- 0,,20,20,
,Unión,San Antonio de Litín,,,- 0,- 0,,,- 0,- 0,,429,
CORDOBA,Unión,San Marcos,,124,- 0,- 0,,- 0,- 0,- 0,- 0,,
CORDOBA,Unión,,14182270,29,- 0,,- 0,- 0,- 0,- 0,- 0,29,
CORDOBA,,Wenceslao Escalante,14182290,36,,- 0,- 0,- 0,,,10,132,
CORDOBA,,Colonia Bismarck,14182110,- 0,,- 0,- 0,- 0,,- 0,15,,
CORRIENTES,,,18007010,1.379,,,- 0,100,,- 0,,2.681,
,Berón de Astrada,Berón de Astrada,18014010,,- 0,- 0,- 0,,1,,- 0,1,
,Capital,Corrientes,,,62.107,4,,,3,,1.310,85.459,
CORRIENTES,Capital,Laguna Brava,,- 0,- 0,- 0,,- 0,1,- 0,,1,
,Capital,Riachuelo,,,- 0,- 0,- 0,,1,- 0,,,
CORRIENTES,Capital,,18021050,- 0,- 0,,- 0,- 0,1,,- 0,1,
CORRIENTES,,Concepción,18028010,- 0,,- 0,- 0,- 0,,- 0,23,25,
,Concepción,Santa Rosa,,,- 0,- 0,,,- 0,- 0,20,,
CORRIENTES,Concepción,Tabay,,- 0,- 0,- 0,,- 0,1,- 0,,,
CORRIENTES,,,18028040,- 0,,,- 0,- 0,,- 0,- 0,2,
CORRIENTES,,Cazadores Correntinos,18035010,- 0,,- 0,- 0,- 0,,,14,15,
,Curuzú Cuatiá,Curuzú Cuatiá,,,- 0,- 0,,,3,- 0,525,,
,Curuzú Cuatiá,Perugorría,18035030,,- 0,- 0,- 0,,2,- 0,,91,
,Empedrado,El Sombrero,18042010,,- 0,- 0,- 0,,1,,2,8,
CORRIENTES,Empedrado,Empedrado,,750,300,- 0,,- 0,2,- 0,103,1.155,
CORRIENTES,,,18049010,458,,,944,1.500,,- 0,,,
CORRIENTES,Esquina,,18049020,- 0,- 0,,- 0,- 0,1,- 0,- 0,,
CORRIENTES,General Alvear,Alvear,,516,- 0,- 0,,- 0,1,,- 0,517,
,General Alvear,Estación Torrent,,,- 0,- 0,,,1,,- 0,1,
,General Paz,Itá Ibaté,,,1,- 0,,,3,- 0,,,
,General Paz,Lomas de Vallejos,18063020,,- 0,- 0,- 0,,1,- 0,- 0,,
CORRIENTES,,,18063030,- 0,,,- 0,- 0,,,98,99,
CORRIENTES,,Palmar Grande,18063040,- 0,,- 0,- 0,- 0,,- 0,10,11,
CORRIENTES,,Colonia Carolina,18070010,- 0,,,- 0,- 0,,- 0,2,,
CORRIENTES,Goya,,18070020,2.618,11.732,,3.102,66,4,- 0,,17.523,
,ItatÍ,Itatí,18077010,,- 0,- 0,- 0,,1,- 0,26,461,
CORRIENTES,ItatÍ,Ramada Paso,,- 0,- 0,- 0,,- 0,- 0,,3,3,
CORRIENTES,Ituzaingó,,18084010,- 0,276,,- 0,- 0,1,- 0,,309,
CORRIENTES,,,18084020,1.645,,,- 0,1,,- 0,- 0,,
,Ituzaingó,Villa Olivari,18084050,,- 0,- 0,- 0,,1,,16,17,
,Lavalle,Gobernador Juan E. Martínez,,,- 0,- 0,,,1,- 0,12,53,
CORRIENTES,,Lavalle,18091030,- 0,,- 0,- 0,- 0,,- 0,,2,
CORRIENTES,,,18091040,31,,,819,- 0,,- 0,,,
CORRIENTES,Mburucuyá,,18098010,- 0,- 0,,- 0,- 0,2,,49,51,
CORRIENTES,,Felipe Yofré,18105010,- 0,,- 0,- 0,- 0,,,- 0,4,
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),,- 0,- 0,- 0,,- 0,1,- 0,,,
,Mercedes,Mercedes,,,1.541,- 0,,,4,- 0,,4.208,
CORRIENTES,,,18112030,- 0,,,- 0,- 0,,,153,155,
CORRIENTES,Monte Caseros,,18112040,45,30,,- 0,- 0,1,- 0,- 0,76,
CORRIENTES,Monte Caseros,,18112050,1.858,- 0,,1.016,18,,- 0,,4.312,
CORRIENTES,,Colonia Libertad,18112010,- 0,,- 0,- 0,- 0,,- 0,,,
CORRIENTES,Monte Caseros,Parada Acuña,,,- 0,- 0,,- 0,- 0,,10,10,
,Monte Caseros,Estación Libertad,18112020,,- 0,- 0,- 0,,- 0,,4,4,
,Monte Caseros,Parada Labougle,,,- 0,- 0,,,- 0,- 0,,,
CORRIENTES,OTROS,OTROS,,- 0,- 0,- 0,,30,- 0,- 0,,30,
CORRIENTES,,,18119010,- 0,,,- 0,- 0,,- 0,56,58,
CORRIENTES,Paso de los Libres,,18119030,4.560,- 0,,4,- 0,2,,- 0,4.625,
CORRIENTES,Paso de los Libres,Parada Pucheta,,- 0,- 0,- 0,,- 0,1,- 0,,,
,Saladas,Saladas,,,- 0,- 0,- 0,,2,- 0,- 0,,
CORRIENTES,,San Lorenzo,18126020,- 0,,- 0,75,50,,,18,144,
CORRIENTES,San Cosme,,18133020,- 0,,,- 0,130,1,- 0,60,191,
,San Cosme,San Cosme,18133030,,- 0,- 0,- 0,,1,- 0,,272,
CORRIENTES,San Cosme,Santa Ana,,- 0,- 0,- 0,,,- 0,- 0,30,,
CORRIENTES,San Luis del Palmar,San Luis del Palmar,,- 0,- 0,- 0,,- 0,1,- 0,- 0,1,
,San Martín,La Cruz,,,- 0,- 0,,,1,,- 0,327,
CORRIENTES,San Miguel,,18154010,- 0,- 0,,- 0,- 0,1,- 0,36,,
CORRIENTES,,,18154020,- 0,,,- 0,- 0,,- 0,,,
,San Roque,Chavarría,18161010,,- 0,- 0,- 0,,2,,- 0,2,
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),,- 0,- 0,- 0,,- 0,1,- 0,- 0,1,
,San Roque,San Roque,,,- 0,- 0,,,2,- 0,- 0,,
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,,1.220,- 0,- 0,,1,3,- 0,,1.227,
CORRIENTES,,,18168010,- 0,,,- 0,- 0,,- 0,31,31,
CORRIENTES,Santo Tomé,,18168040,2.394,- 0,,- 0,- 0,1,,1.312,3.707,
CORRIENTES,,,18168020,- 0,,,- 0,- 0,1,- 0,,,
CORRIENTES,,Sauce,18175010,- 0,,- 0,- 0,- 0,,- 0,- 0,,
ENTRE RIOS,Colón,Arroyo Barú,,- 0,- 0,- 0,,,- 0,,76,94,
,Colón,Colón,30008020,,1.534,- 0,1.626,,5,- 0,1.408,6.132,
ENTRE RIOS,,Colonia Hugues,30008030,- 0,,- 0,- 0,- 0,,- 0,,,
ENTRE RIOS,,,30008100,- 0,,,- 0,- 0,,- 0,,1,
ENTRE RIOS,Colón,Hocker,,- 0,- 0,- 0,,- 0,- 0,,10,10,
,Colón,La Clarita,,,- 0,- 0,,,- 0,,34,34,
ENTRE RIOS,Colón,,30008080,- 0,- 0,,- 0,- 0,- 0,- 0,146,,
ENTRE RIOS,,,30008090,1.042,,,- 0,700,,- 0,,2.103,
ENTRE RIOS,,Ubajay,30008100,22,,- 0,92,- 0,,,227,341,
